repository_name,class_count,loc_total,loc_mean,loc_median,loc_stdev,cbo_mean,cbo_median,cbo_stdev,cbo_min,cbo_max,dit_mean,dit_median,dit_stdev,dit_min,dit_max,lcom_mean,lcom_median,lcom_stdev,lcom_min,lcom_max
AndroidHttpCapture,317,15900,50.1577,19.0,85.8423,4.7129,3.0,6.5678,0.0,60.0,1.4164,1.0,0.7976,1.0,4.0,37.0032,0.0,259.3046,0.0,3640.0
MaterialDateTimePicker,73,7536,103.2329,31.0,194.3304,6.589,5.0,7.414,0.0,40.0,1.4658,1.0,0.6254,1.0,3.0,127.6301,1.0,461.7455,0.0,2704.0
JDA,1437,72787,50.6521,23.0,101.0908,8.7314,6.0,12.4296,0.0,246.0,1.8406,1.0,1.21,1.0,7.0,129.1218,3.0,1324.9826,0.0,29403.0
WePush,276,22791,82.5761,37.0,123.1786,6.8297,2.5,7.8959,0.0,35.0,1.5797,1.0,1.4688,1.0,7.0,25.1486,1.0,111.7037,0.0,1326.0
simplify,311,21150,68.0064,36.0,88.1141,8.9839,8.0,7.3964,0.0,47.0,1.373,1.0,0.7678,1.0,4.0,20.7428,0.0,75.9811,0.0,782.0
GCViewer,291,20453,70.2852,36.0,100.5569,5.2749,4.0,4.803,0.0,29.0,2.1649,1.0,2.3357,1.0,24.0,49.0447,1.0,236.706,0.0,3248.0
MallChat,444,9260,20.8559,10.0,43.4828,6.232,5.0,6.5482,0.0,62.0,1.2027,1.0,0.4649,1.0,4.0,4.4392,0.0,14.9465,0.0,153.0
PageIndicatorView,72,3532,49.0556,26.5,74.4605,5.5139,4.0,5.5538,0.0,34.0,1.5,1.0,0.7121,1.0,4.0,22.8056,1.0,161.9957,0.0,1377.0
crawler4j,83,4736,57.0602,32.0,71.6004,5.2771,4.0,5.709,0.0,38.0,1.3133,1.0,0.5615,1.0,3.0,55.8916,1.0,331.0669,0.0,2979.0
cardslib,811,32257,39.7744,13.0,69.2995,5.9014,4.0,6.1083,0.0,54.0,2.1776,1.0,2.038,1.0,20.0,18.6202,0.0,104.3825,0.0,2512.0
aurora,299,4956,16.5753,8.0,26.7025,7.2876,6.0,6.592,0.0,41.0,1.1171,1.0,0.3613,1.0,4.0,7.2575,0.0,80.0901,0.0,1378.0
ribbon,710,21788,30.6873,10.0,59.1156,4.3873,2.0,5.9734,0.0,50.0,1.2662,1.0,0.662,1.0,6.0,13.3775,0.0,99.9267,0.0,1885.0
esProc,2659,428514,161.1561,45.0,516.6098,6.6021,5.0,7.5985,0.0,87.0,2.191,2.0,1.5145,1.0,16.0,97.6367,1.0,879.6004,0.0,24281.0
rocketmq-externals,275,11795,42.8909,25.0,50.7097,5.7491,4.0,5.9012,0.0,30.0,1.2509,1.0,0.5592,1.0,4.0,16.4509,0.0,88.2814,0.0,1227.0
BilibiliDown,262,19863,75.813,39.0,109.8965,4.2061,2.0,4.2493,0.0,18.0,1.7214,1.0,1.3542,1.0,7.0,42.187,1.0,307.5328,0.0,4356.0
h2database,1675,231740,138.3522,51.0,309.3864,6.1785,4.0,10.7159,0.0,260.0,2.0525,2.0,1.5325,1.0,35.0,176.9946,3.0,1601.2044,0.0,46881.0
Ant-Media-Server,1191,106409,89.3442,19.0,258.4934,5.6776,2.0,9.4087,0.0,110.0,1.3266,1.0,0.7287,1.0,6.0,163.9647,1.0,2127.5681,0.0,69463.0
objectbox-java,396,24758,62.5202,17.5,119.5069,5.1389,4.0,5.2079,0.0,29.0,1.7652,1.0,1.8399,1.0,30.0,105.6162,0.0,492.2215,0.0,6131.0
JAViewer,179,6309,35.2458,15.0,85.2122,5.7877,4.0,6.352,0.0,41.0,1.5978,1.0,0.915,1.0,7.0,11.648,0.0,73.7946,0.0,902.0
AndroidTutorialForBeginners,129,4005,31.0465,15.0,46.425,4.5659,4.0,4.6768,0.0,31.0,1.4961,1.0,0.7302,1.0,4.0,2.8217,0.0,6.9647,0.0,55.0
quasar,1349,52770,39.1179,12.0,92.1158,3.4329,2.0,4.969,0.0,74.0,1.5152,1.0,1.2365,1.0,13.0,35.997,0.0,433.6806,0.0,14715.0
JGrowing,19,329,17.3158,11.0,23.3573,1.5263,1.0,1.6789,0.0,7.0,1.0,1.0,0.0,1.0,1.0,1.9474,1.0,4.4029,0.0,19.0
epic,149,5127,34.4094,12.0,65.1892,3.2282,3.0,5.2878,0.0,61.0,1.6242,1.0,0.8259,1.0,3.0,30.396,1.0,219.899,0.0,2624.0
Douya,1244,44643,35.8867,15.0,56.1164,5.5032,4.0,6.1935,0.0,59.0,1.5852,1.0,0.9956,1.0,14.0,28.3979,1.0,198.599,0.0,4950.0
SimplifyReader,632,34709,54.9193,13.0,154.9492,4.5554,2.0,7.0089,0.0,75.0,1.3877,1.0,0.8902,1.0,7.0,60.2943,0.0,341.9148,0.0,4668.0
Depth-LIB-Android-,108,3771,34.9167,6.0,73.2409,3.787,2.0,4.604,0.0,19.0,1.213,1.0,0.4334,1.0,3.0,13.3519,0.0,54.5154,0.0,400.0
go-lang-idea-plugin,1132,45363,40.0733,18.0,132.7213,8.1811,6.0,8.9456,0.0,150.0,2.0989,2.0,1.342,1.0,24.0,110.0292,3.0,2012.3362,0.0,65703.0
sqlbrite,106,3329,31.4057,9.0,76.1778,4.6981,2.0,5.8784,0.0,33.0,1.3585,1.0,0.7708,1.0,6.0,4.3019,0.0,27.9415,0.0,287.0
android-crop,31,1676,54.0645,10.0,88.4198,4.2903,1.0,5.5629,0.0,22.0,1.3871,1.0,0.6672,1.0,3.0,26.4839,0.0,80.4342,0.0,396.0
dexposed,36,2414,67.0556,19.0,157.8153,2.9167,2.0,3.2371,0.0,13.0,1.6944,1.0,1.3484,1.0,6.0,82.8333,0.0,424.4143,0.0,2546.0
java-algorithms-implementation,439,31758,72.3417,31.0,128.8537,3.7107,3.0,3.6634,0.0,47.0,1.5831,1.0,2.1733,1.0,41.0,7.0501,0.0,24.6084,0.0,272.0
HyperCeiler,1735,58187,33.5372,10.0,61.7124,3.9239,3.0,5.2366,0.0,63.0,1.4853,1.0,0.8743,1.0,8.0,14.355,0.0,88.2225,0.0,2319.0
jacoco,962,37394,38.8711,17.0,56.5748,4.1393,3.0,4.387,0.0,40.0,1.4304,1.0,0.675,1.0,7.0,12.4158,0.0,79.3176,0.0,1498.0
IoT-Technical-Guide,294,5235,17.8061,9.0,24.3446,4.085,3.0,4.3274,0.0,27.0,1.2483,1.0,0.4918,1.0,4.0,3.1633,0.0,12.0641,0.0,128.0
SmoothProgressBar,48,2208,46.0,12.5,95.3453,4.8542,3.0,5.0021,0.0,22.0,1.2292,1.0,0.4722,1.0,3.0,26.3125,0.0,95.3393,0.0,595.0
novel-plus,414,15510,37.4638,24.0,41.5476,6.4807,3.0,7.3004,0.0,50.0,1.2077,1.0,0.462,1.0,4.0,46.157,1.0,123.7389,0.0,1274.0
bottomsheet,68,2578,37.9118,7.0,88.1479,4.8971,3.0,5.9076,0.0,32.0,1.3676,1.0,0.667,1.0,4.0,27.6618,0.0,176.5158,0.0,1453.0
NineOldAndroids,138,7585,54.9638,11.0,96.9361,4.2899,2.0,4.3584,0.0,19.0,1.4348,1.0,0.7144,1.0,4.0,30.1449,0.0,108.072,0.0,788.0
azkaban,1283,93861,73.1574,35.0,121.9669,6.4934,4.0,8.1619,0.0,94.0,1.3476,1.0,0.7855,1.0,6.0,35.8363,1.0,172.5186,0.0,2548.0
flink-recommandSystem-demo,77,1835,23.8312,16.0,26.255,3.7273,3.0,3.7614,0.0,16.0,1.0779,1.0,0.2698,1.0,2.0,6.4026,1.0,15.6207,0.0,88.0
bilibili-android-client,559,38892,69.5742,30.0,111.4889,4.9213,3.0,6.3136,0.0,48.0,1.8175,1.0,1.1712,1.0,6.0,42.7907,3.0,173.1027,0.0,3080.0
Robust,42,2953,70.3095,34.0,90.3793,3.5238,2.0,3.624,0.0,13.0,1.2619,1.0,0.5437,1.0,3.0,17.3571,3.5,35.6486,0.0,136.0
java-developer-roadmap,1,5,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
flutter-webrtc,90,8455,93.9444,16.5,264.0223,6.6556,3.0,11.5585,0.0,73.0,1.2222,1.0,0.6833,1.0,5.0,40.0,0.0,234.1539,0.0,1794.0
android-mvp-architecture,146,4049,27.7329,12.0,32.5176,5.8151,3.0,6.5306,0.0,38.0,1.3836,1.0,0.8074,1.0,5.0,14.1096,0.0,36.0236,0.0,264.0
shiro,1029,36885,35.8455,14.0,57.2816,5.0671,3.0,5.2574,0.0,39.0,1.7784,1.0,1.5981,1.0,11.0,19.8435,1.0,80.6594,0.0,1344.0
moco,584,17905,30.6592,15.0,54.0737,5.8476,5.0,5.7616,0.0,72.0,1.5394,1.0,0.8539,1.0,7.0,34.5702,1.0,363.2936,0.0,7873.0
android-times-square,47,2286,48.6383,8.0,123.4878,4.5532,4.0,5.6561,0.0,27.0,1.234,1.0,0.5976,1.0,4.0,25.8723,0.0,134.5085,0.0,921.0
Gadgetbridge,4395,242946,55.2778,20.0,133.3692,5.3743,3.0,8.6526,0.0,272.0,1.8692,2.0,1.4767,1.0,55.0,38.6942,0.0,335.389,0.0,9316.0
guide-rpc-framework,97,2408,24.8247,11.0,31.0242,4.6907,4.0,4.1517,0.0,22.0,1.2268,1.0,0.6536,1.0,4.0,1.2268,0.0,3.6386,0.0,26.0
ticker,31,1581,51.0,27.0,75.5892,4.6129,4.0,4.7587,0.0,26.0,1.3226,1.0,0.7018,1.0,4.0,27.6129,0.0,110.131,0.0,611.0
OpenHub,656,24549,37.4223,11.0,58.9082,6.7561,4.0,7.5823,0.0,48.0,1.6326,1.0,1.1816,1.0,9.0,32.9284,1.0,130.0357,0.0,2194.0
GT,1060,56014,52.8434,18.0,116.9689,3.6991,2.0,4.8664,0.0,49.0,1.2896,1.0,0.6476,1.0,6.0,13.6509,0.0,80.2452,0.0,1793.0
mcaselector,545,37334,68.5028,31.0,113.177,6.8807,5.0,7.0057,0.0,60.0,2.5394,1.0,3.302,1.0,31.0,23.1064,1.0,172.9301,0.0,3686.0
BottomNavigation,30,2091,69.7,34.0,87.0969,7.5333,5.5,7.8157,0.0,33.0,1.4333,1.0,0.7279,1.0,4.0,69.2667,4.5,162.1359,0.0,854.0
frontend-maven-plugin,99,3712,37.4949,23.0,49.9866,5.596,3.0,6.2465,0.0,45.0,1.7273,1.0,0.9456,1.0,4.0,7.0505,1.0,28.2541,0.0,270.0
leet-code,81,1961,24.2099,16.0,23.7549,2.0617,2.0,1.8121,0.0,8.0,1.0,1.0,0.0,1.0,1.0,0.9012,0.0,2.3906,0.0,10.0
LSPosed_mod,447,24128,53.9776,12.0,128.3931,5.5727,3.0,7.2265,0.0,46.0,1.6242,1.0,1.2643,1.0,16.0,50.2013,0.0,327.87,0.0,4250.0
serve,251,18747,74.6892,35.0,130.7155,5.8008,3.0,7.2636,0.0,36.0,1.4661,1.0,0.8999,1.0,5.0,63.9163,3.0,327.6654,0.0,3714.0
signal-cli,524,29791,56.8531,18.0,131.6939,7.1088,4.0,11.9616,0.0,131.0,1.542,1.0,2.0779,1.0,43.0,62.9714,1.0,460.9298,0.0,7376.0
crate,7614,441351,57.9657,26.0,128.9825,7.5162,5.0,10.9422,0.0,479.0,1.6566,1.0,0.9978,1.0,15.0,50.4058,1.0,697.3051,0.0,36854.0
jitsi,3215,196299,61.0572,20.0,120.1173,5.3319,3.0,8.1295,0.0,122.0,1.9005,1.0,2.5295,1.0,103.0,39.4233,0.0,211.3892,0.0,5643.0
cyberduck,7590,302820,39.8972,17.0,81.2952,6.3791,4.0,8.823,0.0,180.0,1.3581,1.0,0.7843,1.0,11.0,65.552,0.0,1010.6412,0.0,58986.0
ImagePicker,76,3685,48.4868,13.0,82.6984,5.8289,3.0,6.2703,0.0,29.0,1.4868,1.0,0.7745,1.0,4.0,23.0789,0.0,115.5699,0.0,873.0
failsafe,238,10026,42.1261,22.5,51.9177,6.3866,6.0,5.3543,0.0,29.0,2.063,1.0,1.743,1.0,12.0,19.1765,1.0,56.3786,0.0,528.0
open-location-code,67,2295,34.2537,16.0,53.5807,4.9552,3.0,6.2944,0.0,29.0,1.1791,1.0,0.4581,1.0,3.0,4.5522,0.0,11.3609,0.0,49.0
BGARefreshLayout-Android,162,5450,33.642,10.0,64.0958,5.1481,3.0,5.5708,0.0,24.0,1.4074,1.0,0.7523,1.0,4.0,9.7963,1.0,42.5364,0.0,376.0
pdfsam,645,19944,30.9209,21.0,38.147,7.0419,5.0,6.4925,0.0,58.0,1.4093,1.0,1.0015,1.0,18.0,4.9643,0.0,22.8288,0.0,408.0
streampark,561,23736,42.3102,20.0,69.2174,7.4759,5.0,7.7138,0.0,61.0,1.2816,1.0,0.6457,1.0,6.0,18.9554,0.0,71.4986,0.0,839.0
folib,2637,116725,44.2643,16.0,96.8768,6.8297,4.0,8.2669,0.0,106.0,1.3447,1.0,0.7628,1.0,18.0,41.8218,1.0,488.6333,0.0,18915.0
java-learning,753,10984,14.587,12.0,11.1136,1.0823,1.0,1.1257,0.0,6.0,1.2869,1.0,0.5132,1.0,4.0,0.5963,0.0,2.9226,0.0,45.0
fory,1916,104356,54.4656,14.0,140.2773,5.2062,3.0,7.7072,0.0,101.0,2.131,1.0,4.1592,1.0,94.0,46.9071,0.0,335.1331,0.0,9177.0
fastjson2,9826,424301,43.1815,10.0,229.0551,2.812,2.0,4.7857,0.0,199.0,1.1937,1.0,1.5473,1.0,113.0,276.2819,0.0,20262.9473,0.0,1997000.0
android-volley,132,4965,37.6136,20.0,51.5349,5.0909,3.0,5.3908,0.0,27.0,1.8939,1.0,2.7581,1.0,31.0,15.8182,0.0,94.1696,0.0,1056.0
geoserver,11632,701115,60.2747,25.0,113.6984,7.4901,5.0,8.7929,0.0,153.0,1.8106,1.0,1.4818,1.0,68.0,42.4831,1.0,387.0507,0.0,18246.0
CircleIndicator,45,1712,38.0444,24.0,43.4746,6.5111,5.0,5.1417,0.0,23.0,1.6222,2.0,0.6839,1.0,3.0,8.5111,1.0,22.8121,0.0,141.0
android-autofittextview,8,470,58.75,15.0,99.9168,5.375,4.0,5.153,0.0,16.0,1.375,1.0,0.5175,1.0,2.0,40.75,1.5,107.6711,0.0,307.0
InternetArchitect,692,44742,64.6561,14.0,295.8858,4.7168,3.0,4.6589,0.0,24.0,1.1575,1.0,0.6825,1.0,14.0,67.4827,0.0,339.892,0.0,5008.0
coursera-android,608,18132,29.8224,14.0,82.4642,4.2401,4.0,3.6473,0.0,41.0,1.5,1.0,0.662,1.0,5.0,3.3289,0.0,35.3225,0.0,754.0
malmo,278,19130,68.8129,32.5,131.7836,7.0504,5.0,7.3547,0.0,49.0,2.1439,2.0,2.7166,1.0,41.0,12.8489,1.0,30.4034,0.0,193.0
camunda-bpm-platform,10734,546492,50.9122,15.0,141.6629,6.2922,4.0,7.767,0.0,325.0,1.6096,1.0,0.9966,1.0,22.0,86.255,1.0,2098.804,0.0,203863.0
hmily,877,27535,31.3968,12.0,56.9205,5.4139,4.0,4.8981,0.0,35.0,1.2223,1.0,0.577,1.0,5.0,10.5986,0.0,56.2185,0.0,794.0
spring-boot-starter,175,4434,25.3371,8.0,65.9311,4.5371,4.0,6.4074,0.0,68.0,1.2229,1.0,0.5159,1.0,4.0,16.1771,0.0,153.0538,0.0,2016.0
maxwell,312,17755,56.9071,27.0,86.1949,6.109,4.0,7.1969,0.0,60.0,1.6218,1.0,0.8087,1.0,4.0,32.1378,0.0,157.6876,0.0,1485.0
dolby_beta,185,7302,39.4703,23.0,51.775,4.1459,4.0,5.4985,0.0,57.0,1.4541,1.0,0.8205,1.0,3.0,7.9514,1.0,49.9183,0.0,665.0
javassist,1110,83226,74.9784,12.0,919.021,3.4009,1.0,5.9735,0.0,60.0,1.5532,1.0,1.3544,1.0,19.0,43.9081,0.0,313.852,0.0,5531.0
FairEmail,4257,244343,57.3979,10.0,278.6602,4.7202,2.0,8.036,0.0,145.0,1.2636,1.0,0.7831,1.0,16.0,33.4456,0.0,505.7825,0.0,24938.0
ShineButton,24,988,41.1667,13.5,67.1103,4.8333,2.0,5.7002,0.0,22.0,1.625,1.0,0.8242,1.0,4.0,23.625,0.0,94.182,0.0,464.0
fernflower,717,55524,77.4393,14.0,205.1244,4.0251,1.0,6.8172,0.0,69.0,1.2357,1.0,0.6199,1.0,8.0,33.4045,0.0,404.8319,0.0,10585.0
FloatWindow,44,1473,33.4773,13.0,48.1376,3.7727,2.0,4.1364,0.0,15.0,1.2727,1.0,0.544,1.0,3.0,9.7273,1.0,27.3822,0.0,166.0
JKeyboardPanelSwitch,50,1736,34.72,10.0,44.5444,5.2,3.0,5.0669,0.0,18.0,1.3,1.0,0.4629,1.0,2.0,7.38,0.0,13.7052,0.0,76.0
OpenPDF,1768,156521,88.53,32.0,202.0951,5.8167,4.0,7.5493,0.0,130.0,1.819,1.0,5.7353,1.0,236.0,91.4304,1.0,595.9801,0.0,9836.0
powermock,1265,32844,25.9636,11.0,62.7871,3.3692,2.0,3.9453,0.0,43.0,1.2427,1.0,0.6442,1.0,7.0,22.7652,0.0,281.7809,0.0,6216.0
CoordinatorTabLayout,17,473,27.8235,11.0,41.9304,5.2941,3.0,5.5651,1.0,21.0,1.4118,1.0,0.5073,1.0,2.0,9.4118,0.0,32.7549,0.0,136.0
campus-imaotai,218,7728,35.4495,18.0,54.9657,6.3394,5.0,5.7413,0.0,27.0,1.4128,1.0,1.1696,1.0,10.0,20.3761,1.0,78.4303,0.0,946.0
syncthing-android,142,8424,59.3239,13.5,107.1599,6.5141,2.5,9.144,0.0,49.0,1.6901,1.0,1.1247,1.0,6.0,9.0493,0.0,24.8899,0.0,134.0
tx-lcn,222,7782,35.0541,12.0,115.1412,4.9865,4.0,4.0467,0.0,19.0,1.2117,1.0,0.6276,1.0,4.0,6.3378,0.0,43.4378,0.0,595.0
BGABanner-Android,53,2123,40.0566,12.0,113.9678,5.0,3.0,6.016,0.0,35.0,1.5849,2.0,0.6024,1.0,3.0,26.283,1.0,155.695,0.0,1136.0
jshERP,371,72270,194.7978,66.0,327.3278,5.9811,3.0,9.9345,0.0,60.0,1.3288,1.0,0.54,1.0,4.0,1642.2237,13.0,8174.1947,0.0,90058.0
AndroidWiFiADB,30,1096,36.5333,15.5,39.2496,2.8667,2.0,3.1484,0.0,14.0,1.5,1.0,1.0748,1.0,5.0,12.1333,0.0,23.7207,0.0,112.0
mlkit,197,10638,54.0,25.0,73.9833,7.731,5.0,8.4867,0.0,51.0,1.5279,1.0,0.6742,1.0,4.0,9.5279,0.0,36.9693,0.0,376.0
FlatLaf,887,77047,86.8625,21.0,179.709,3.6855,2.0,5.4006,0.0,72.0,3.4859,2.0,4.1596,1.0,57.0,61.2807,3.0,338.2997,0.0,7285.0
lilishop,1561,43379,27.7892,10.0,54.1972,7.6778,5.0,8.3318,0.0,112.0,1.3158,1.0,0.5758,1.0,4.0,13.6605,0.0,93.9765,0.0,2628.0
ShedLock,430,12937,30.086,19.0,30.6513,6.0558,5.0,4.6597,0.0,26.0,2.1186,2.0,1.9806,1.0,23.0,7.6744,0.0,26.5634,0.0,377.0
jmonkeyengine,2509,195852,78.0598,33.0,139.0459,7.6517,5.0,8.2227,0.0,82.0,1.4364,1.0,0.7091,1.0,10.0,68.6907,1.0,450.743,0.0,9134.0
HaE,94,5879,62.5426,24.0,88.8632,4.4362,2.0,4.9569,0.0,19.0,1.7021,1.0,1.5918,1.0,6.0,12.9043,0.0,36.6776,0.0,232.0
bitcoin-wallet,387,18379,47.491,19.0,85.1318,7.5323,4.0,9.7776,0.0,84.0,1.7132,1.0,1.1211,1.0,8.0,5.4134,0.0,21.7512,0.0,341.0
LoadingDrawable,65,4428,68.1231,13.0,95.6395,6.5077,4.0,6.5553,0.0,31.0,1.4462,1.0,0.5312,1.0,3.0,15.8308,1.0,27.9919,0.0,149.0
SmartCropper,12,1021,85.0833,13.0,176.3186,6.25,3.0,7.387,1.0,25.0,1.3333,1.0,0.4924,1.0,2.0,122.5,0.0,408.1209,0.0,1418.0
tiny-spring,106,1543,14.5566,11.0,14.1462,3.0849,2.0,3.2253,0.0,12.0,1.1509,1.0,0.4092,1.0,3.0,2.3679,0.0,6.3145,0.0,26.0
Tangram-Android,574,24338,42.4007,10.0,96.9124,5.2596,3.0,7.1621,0.0,50.0,1.6777,1.0,1.1436,1.0,6.0,23.2108,0.0,121.1584,0.0,1540.0
ExpandableTextView,15,552,36.8,15.0,72.3495,5.1333,4.0,6.034,0.0,24.0,1.7333,1.0,1.0998,1.0,5.0,11.8,0.0,39.3976,0.0,154.0
chunjun,1938,105614,54.4964,29.0,88.6526,7.1718,4.0,7.5742,0.0,60.0,1.5475,1.0,0.793,1.0,12.0,20.7693,1.0,119.6778,0.0,4075.0
hawk,26,834,32.0769,16.5,36.642,3.6154,2.0,4.2434,0.0,17.0,1.0385,1.0,0.1961,1.0,2.0,12.9615,1.0,25.5241,0.0,105.0
jodd,728,26882,36.9258,19.5,54.587,4.0357,3.0,4.5507,0.0,53.0,1.4588,1.0,1.3701,1.0,24.0,12.9492,0.0,59.2287,0.0,907.0
ViewPagerCards,9,240,26.6667,14.0,23.9896,5.3333,6.0,4.8477,0.0,15.0,1.5556,2.0,0.527,1.0,2.0,2.2222,0.0,3.7006,0.0,9.0
bistoury,1361,73638,54.1058,23.0,92.8357,4.9838,3.0,6.1142,0.0,55.0,1.2814,1.0,0.7302,1.0,9.0,21.4159,1.0,119.1894,0.0,2079.0
ripme,320,19912,62.225,30.0,111.1194,5.0125,4.0,3.4577,0.0,24.0,2.5406,2.0,1.2859,1.0,5.0,28.2719,4.0,94.4155,0.0,1231.0
XChange,4977,148586,29.8545,17.0,43.3018,5.9492,4.0,6.4719,0.0,63.0,1.4846,1.0,0.8836,1.0,8.0,24.9713,0.0,726.1767,0.0,51037.0
CC,120,4599,38.325,15.0,66.852,4.9667,4.0,4.7384,0.0,27.0,1.2583,1.0,0.5575,1.0,5.0,16.3167,0.0,129.7592,0.0,1413.0
jetty.project,15184,731152,48.1528,14.0,118.5303,5.5578,4.0,6.5087,0.0,81.0,1.6211,1.0,1.544,1.0,40.0,25.5035,0.0,248.0479,0.0,10558.0
java-tron,1677,152581,90.9845,31.0,231.215,8.5814,7.0,11.0129,0.0,191.0,1.7901,1.0,2.0234,1.0,64.0,83.0954,1.0,1271.2185,0.0,48584.0
NullAway,584,25468,43.6096,11.0,109.5612,4.7551,2.0,9.1086,0.0,112.0,1.2021,1.0,0.4833,1.0,5.0,58.1182,0.0,358.9473,0.0,5886.0
Create,2474,148659,60.0885,30.0,88.6075,11.0954,9.0,10.4311,0.0,211.0,1.8064,2.0,1.2393,1.0,37.0,29.4717,3.0,118.4113,0.0,3181.0
camunda,17383,747177,42.9832,21.0,66.2532,7.2416,5.0,9.3989,0.0,379.0,1.3738,1.0,1.0166,1.0,28.0,30.5586,1.0,242.5191,0.0,17205.0
greys-anatomy,240,10774,44.8917,19.5,70.0139,4.0667,3.0,4.3193,0.0,29.0,1.1542,1.0,0.5462,1.0,4.0,6.7708,0.0,21.8866,0.0,177.0
Bolts-Android,158,5144,32.557,9.0,109.7801,2.1329,1.0,3.2636,0.0,27.0,1.0823,1.0,0.4064,1.0,4.0,19.0127,0.0,150.3472,0.0,1425.0
effective-java-3e-source-code,202,3018,14.9406,12.5,11.1081,1.1287,1.0,1.0805,0.0,5.0,1.1881,1.0,0.6573,1.0,5.0,1.3267,0.0,3.4787,0.0,28.0
XCL-Charts,327,23397,71.5505,38.0,88.7962,7.7401,3.0,9.8062,0.0,60.0,2.1774,1.0,1.5544,1.0,5.0,49.0428,4.0,157.7981,0.0,2238.0
awaitility,170,5473,32.1941,13.0,51.2621,3.1765,1.0,4.5591,0.0,27.0,1.1941,1.0,0.5888,1.0,4.0,18.5824,0.0,123.7299,0.0,1466.0
FloatingActionButton,27,1014,37.5556,19.0,78.6112,5.6667,3.0,7.6208,0.0,40.0,1.8148,2.0,1.2101,1.0,6.0,37.5926,1.0,182.6001,0.0,951.0
Phoenix,24,976,40.6667,12.0,75.0812,4.3333,2.5,4.8245,0.0,18.0,1.6667,1.0,0.9631,1.0,4.0,7.5417,0.0,19.1674,0.0,65.0
freeplane,4109,195438,47.5634,18.0,102.6758,4.5274,3.0,6.3088,0.0,86.0,1.4926,1.0,1.2068,1.0,20.0,45.9058,1.0,507.0348,0.0,21125.0
LiveEventBus,307,7584,24.7036,6.0,66.267,3.241,2.0,3.6516,0.0,26.0,1.1107,1.0,0.3715,1.0,3.0,4.0945,0.0,17.1375,0.0,141.0
screw,136,3941,28.9779,19.0,30.1504,4.9853,3.0,4.4655,0.0,19.0,1.3529,1.0,0.7938,1.0,5.0,5.2426,0.0,9.6789,0.0,66.0
BigImageViewer,84,2513,29.9167,11.0,54.0384,4.6071,3.0,4.8172,0.0,34.0,1.2857,1.0,0.528,1.0,4.0,12.8095,1.0,61.2883,0.0,553.0
Leetcode,5146,140407,27.2847,23.0,18.6114,1.5517,1.0,1.9557,0.0,9.0,1.0004,1.0,0.0197,1.0,2.0,0.2876,0.0,7.3905,0.0,526.0
TwinklingRefreshLayout,151,6273,41.543,12.0,91.8406,4.2848,2.0,4.7783,0.0,27.0,1.3709,1.0,0.6595,1.0,4.0,36.2715,0.0,214.6849,0.0,2224.0
BadgeView,35,1759,50.2571,21.0,123.1724,4.3429,2.0,5.352,0.0,26.0,1.3143,1.0,0.5827,1.0,3.0,49.8857,0.0,220.9386,0.0,1225.0
XposedInstaller,203,8980,44.2365,10.0,81.4963,4.8966,2.0,6.7702,0.0,43.0,1.4187,1.0,0.8543,1.0,6.0,8.5172,0.0,29.7949,0.0,241.0
hello-java,55,823,14.9636,6.0,15.6062,0.6364,0.0,1.0067,0.0,4.0,1.3273,1.0,0.7711,1.0,5.0,0.4727,0.0,2.0625,0.0,15.0
RichText,132,5185,39.2803,11.5,61.7242,4.2727,2.0,5.8415,0.0,33.0,1.447,1.0,0.8499,1.0,5.0,10.5455,0.0,45.9416,0.0,348.0
BlurView,30,939,31.3,11.0,45.4595,5.9,3.5,5.6833,1.0,20.0,1.5,1.0,0.7311,1.0,3.0,7.0,1.0,14.203,0.0,70.0
tech-weekly,81,1385,17.0988,10.0,17.0298,2.8025,2.0,3.4074,0.0,18.0,1.0247,1.0,0.1561,1.0,2.0,2.1235,0.0,9.8417,0.0,85.0
GuideView,35,1246,35.6,13.0,62.7555,3.7429,2.0,4.5006,0.0,18.0,1.3714,1.0,0.7311,1.0,4.0,8.2286,1.0,35.2755,0.0,210.0
leetcode-editor,301,13448,44.6777,22.0,62.4194,6.3156,4.0,6.0219,0.0,33.0,1.7375,1.0,1.1751,1.0,9.0,20.1528,0.0,113.551,0.0,1592.0
DataMiningAlgorithm,126,11663,92.5635,35.5,127.3744,2.2937,2.0,2.263,0.0,18.0,1.0873,1.0,0.3582,1.0,3.0,9.9603,0.0,36.2649,0.0,372.0
bundletool,882,54884,62.2268,30.0,119.805,9.4501,7.0,8.8641,0.0,88.0,1.2653,1.0,1.1911,1.0,29.0,83.322,6.0,532.8485,0.0,9591.0
TinyPinyin,65,1401,21.5538,7.0,43.532,2.0615,1.0,2.9521,0.0,11.0,1.0923,1.0,0.3411,1.0,3.0,8.7538,0.0,57.7987,0.0,465.0
android-iconify,43,909,21.1395,11.0,26.6803,3.5116,3.0,3.7249,0.0,12.0,1.2326,1.0,0.4275,1.0,2.0,5.186,1.0,15.3083,0.0,93.0
RxJavaSamples,53,1001,18.8868,8.0,20.4617,4.5472,3.0,5.3729,0.0,20.0,1.3962,1.0,0.7426,1.0,3.0,1.6038,0.0,3.7995,0.0,22.0
