repository_name,class_count,loc_total,loc_mean,loc_median,loc_stdev,cbo_mean,cbo_median,cbo_stdev,cbo_min,cbo_max,dit_mean,dit_median,dit_stdev,dit_min,dit_max,lcom_mean,lcom_median,lcom_stdev,lcom_min,lcom_max
springcloud-learning,225,5657,25.1422,6.0,80.5652,4.9111,3.0,4.9426,0.0,39.0,1.0222,1.0,0.1477,1.0,2.0,86.1111,0.0,846.6354,0.0,9003.0
junit-framework,3588,103413,28.8219,10.0,68.0151,4.6784,3.0,5.4843,0.0,75.0,1.3018,1.0,0.9827,1.0,23.0,35.7104,0.0,734.4613,0.0,42195.0
rabbitmq-tutorials,51,1585,31.0784,21.0,51.8235,4.8431,5.0,2.6935,1.0,17.0,1.0,1.0,0.0,1.0,1.0,2.1961,1.0,4.025,0.0,21.0
walle,94,4633,49.2872,21.0,91.4507,3.1489,2.0,4.0797,0.0,22.0,1.1915,1.0,0.7225,1.0,6.0,8.6915,0.5,23.4851,0.0,151.0
okhttputils,70,1961,28.0143,12.0,37.0681,3.7286,2.5,4.0501,0.0,25.0,1.4571,1.0,0.6524,1.0,4.0,6.2,0.0,16.7804,0.0,118.0
BookReader,699,30914,44.226,13.0,138.7481,4.7983,2.0,6.5728,0.0,76.0,1.4378,1.0,0.8136,1.0,6.0,25.3233,0.0,161.8582,0.0,3764.0
AndroidProject,367,21674,59.0572,21.0,95.5868,7.9319,5.0,8.6048,0.0,49.0,2.2561,1.0,1.7477,1.0,12.0,19.8529,1.0,57.857,0.0,508.0
react-native-push-notification,29,1884,64.9655,21.0,129.4388,6.3103,4.0,6.877,1.0,35.0,1.2414,1.0,0.4355,1.0,2.0,15.4828,0.0,50.2505,0.0,231.0
haven,79,4561,57.7342,24.0,90.7695,6.8228,4.0,7.3288,0.0,34.0,1.3924,1.0,0.5866,1.0,3.0,11.7722,1.0,39.7647,0.0,305.0
logisim-evolution,1957,168706,86.2064,37.0,134.2122,5.9075,4.0,6.1966,0.0,66.0,2.4149,2.0,2.5626,1.0,30.0,29.1237,1.0,126.6209,0.0,1910.0
itstack-demo-design,215,3979,18.507,13.0,18.7519,2.1442,2.0,2.2553,0.0,14.0,1.1116,1.0,0.3301,1.0,3.0,5.3256,0.0,12.476,0.0,77.0
AndroidPicker,239,13541,56.6569,12.0,114.1539,5.4351,3.0,6.8669,0.0,39.0,1.6444,1.0,1.2649,1.0,6.0,51.7155,0.0,331.965,0.0,4919.0
byte-buddy,6242,291995,46.7791,13.0,187.4193,5.9673,4.0,7.7903,0.0,161.0,1.5828,1.0,1.8554,1.0,43.0,15.206,0.0,291.2471,0.0,19503.0
springBoot,264,6408,24.2727,14.5,39.6545,5.1439,4.0,4.5096,0.0,32.0,1.1477,1.0,0.4147,1.0,4.0,16.1061,0.0,72.924,0.0,858.0
Leaf,40,1305,32.625,9.5,52.0284,3.475,1.5,4.2486,0.0,14.0,1.425,1.0,1.035,1.0,4.0,11.25,0.0,35.0587,0.0,170.0
AndroidPerformanceMonitor,54,2234,41.3704,19.5,54.3307,4.0741,3.0,3.9423,0.0,21.0,1.2778,1.0,0.529,1.0,3.0,14.0741,0.0,37.2492,0.0,186.0
Pixiv-Shaft,1062,37989,35.7712,12.0,71.0538,4.8616,3.0,6.0236,0.0,74.0,1.4444,1.0,1.1104,1.0,6.0,25.3409,0.0,266.9527,0.0,6910.0
angel,1938,207142,106.8844,34.0,500.0846,7.4757,5.0,10.0093,0.0,179.0,1.7384,2.0,0.8641,1.0,10.0,63.4309,0.0,598.969,0.0,19110.0
XXPermissions,161,8625,53.5714,16.0,115.5823,7.4224,5.0,7.1691,0.0,45.0,1.6708,1.0,0.9472,1.0,4.0,105.3043,1.0,973.2177,0.0,12240.0
mybatis-generator-gui,39,3047,78.1282,40.0,93.1471,7.1795,5.0,7.8132,0.0,36.0,1.4872,1.0,0.6833,1.0,4.0,69.9487,3.0,255.1145,0.0,1536.0
wvp-GB28181-pro,787,49786,63.2605,23.0,123.711,8.2821,5.0,10.2699,0.0,100.0,1.2846,1.0,0.5269,1.0,4.0,33.3037,0.0,169.6559,0.0,2850.0
AndroidAutoLayout,78,2370,30.3846,27.0,25.3465,5.8333,5.0,4.6527,0.0,30.0,2.0,2.0,0.7025,1.0,4.0,8.8077,8.0,16.3708,0.0,136.0
quartz,506,35394,69.9486,24.5,178.7605,5.5791,3.0,6.4022,0.0,49.0,1.4545,1.0,0.8484,1.0,7.0,124.5791,1.0,820.191,0.0,14707.0
Suwayomi-Server,412,41481,100.682,18.0,259.0045,5.5461,2.0,10.4087,0.0,132.0,1.6189,1.0,1.4692,1.0,17.0,1495.5218,1.0,21598.4159,0.0,435705.0
AndPermission,168,4486,26.7024,13.0,50.8969,3.994,3.0,3.6665,0.0,27.0,1.1667,1.0,0.3738,1.0,2.0,7.4881,0.0,35.2617,0.0,358.0
vespa,11402,608360,53.3556,23.0,94.324,6.0988,4.0,7.4132,0.0,170.0,1.6146,1.0,1.5298,1.0,67.0,40.3242,1.0,324.0189,0.0,14028.0
smali,1152,46762,40.592,17.0,89.2101,5.9766,4.0,8.4115,0.0,124.0,1.6372,1.0,1.0991,1.0,19.0,15.0165,1.0,85.6993,0.0,1613.0
storm,4417,363159,82.2185,27.0,713.6143,5.3681,3.0,6.7733,0.0,157.0,1.2196,1.0,0.7462,1.0,31.0,49.1198,1.0,430.8697,0.0,14644.0
pig,383,7659,19.9974,12.0,27.9208,6.953,5.0,6.4563,0.0,40.0,1.3081,1.0,0.5826,1.0,5.0,5.3003,0.0,53.4083,0.0,1035.0
Toasty,16,487,30.4375,5.5,65.4227,4.0625,3.0,4.1868,1.0,18.0,1.0625,1.0,0.25,1.0,2.0,56.625,0.0,213.871,0.0,858.0
zeppelin,2106,190534,90.472,30.0,585.0176,5.7669,3.0,7.283,0.0,67.0,1.2512,1.0,0.6466,1.0,8.0,43.3989,1.0,344.0085,0.0,12445.0
ansj_seg,218,12062,55.3303,27.5,69.7268,6.2569,4.0,5.8205,0.0,26.0,1.1881,1.0,0.4362,1.0,4.0,9.5734,0.0,42.6692,0.0,572.0
Android-skin-support,406,19543,48.1355,23.0,75.6115,6.133,5.0,5.2505,0.0,36.0,1.3916,1.0,0.7315,1.0,7.0,17.6305,1.0,68.0182,0.0,851.0
QR-Code-generator,19,1823,95.9474,60.0,103.2357,3.9474,3.0,3.6587,0.0,11.0,1.4211,1.0,1.2612,1.0,5.0,19.5789,1.0,26.2897,0.0,91.0
jOOQ,3372,228085,67.6409,15.0,299.0458,9.7536,7.0,18.1385,0.0,684.0,1.7177,1.0,2.9833,1.0,156.0,1679.7284,3.0,43347.524,0.0,2401336.0
Android-Image-Cropper,40,4655,116.375,21.0,200.4101,7.725,4.0,9.419,0.0,44.0,1.375,1.0,0.5401,1.0,3.0,70.375,0.0,236.7338,0.0,1382.0
processing,922,110008,119.3145,14.0,455.3942,3.731,2.0,5.9854,0.0,58.0,1.6421,1.0,2.0043,1.0,28.0,507.7614,0.0,7175.1126,0.0,199668.0
RoundedImageView,15,1265,84.3333,35.0,139.6243,8.4,9.0,6.4343,0.0,21.0,1.8,2.0,0.7746,1.0,3.0,107.4667,0.0,273.8252,0.0,838.0
Spring-Cloud-Platform,177,6014,33.9774,17.0,45.127,4.887,3.0,5.2167,0.0,31.0,1.4068,1.0,0.8282,1.0,5.0,57.6497,0.0,211.2404,0.0,1484.0
so-novel,84,3198,38.0714,28.5,34.9553,5.8571,4.5,5.3009,0.0,24.0,1.1786,1.0,0.4698,1.0,4.0,3.1071,0.0,6.5215,0.0,41.0
jetlinks-community,1857,61140,32.9241,16.0,52.4387,8.7711,6.0,8.6059,0.0,107.0,1.2746,1.0,0.5789,1.0,6.0,11.8498,1.0,42.6361,0.0,699.0
gephi,2489,135463,54.4247,19.0,103.8558,4.5544,3.0,5.0256,0.0,51.0,1.671,1.0,1.6612,1.0,20.0,29.4544,1.0,173.9567,0.0,4367.0
async-http-client,593,33464,56.4317,21.0,100.311,6.0809,4.0,6.946,0.0,60.0,1.4941,1.0,0.8284,1.0,7.0,49.4992,1.0,294.794,0.0,4095.0
IJPay,273,14136,51.7802,20.0,112.4219,5.5897,5.0,10.4937,0.0,152.0,1.37,1.0,0.5804,1.0,3.0,139.4029,0.0,1332.614,0.0,16653.0
remusic,845,47786,56.5515,17.0,146.2814,5.187,3.0,6.4272,0.0,62.0,1.4533,1.0,0.8083,1.0,7.0,41.6462,0.0,345.6724,0.0,6785.0
micronaut-core,5157,184307,35.7392,12.0,94.3906,5.6723,4.0,7.1091,0.0,164.0,1.3097,1.0,0.903,1.0,15.0,36.0293,0.0,411.6469,0.0,18874.0
hibernate-orm,26455,1101783,41.6474,19.0,104.8923,6.9341,5.0,9.1273,0.0,428.0,1.3411,1.0,0.9395,1.0,29.0,75.0197,1.0,2192.6362,0.0,219453.0
jsonschema2pojo,267,13773,51.5843,28.0,63.0923,6.6367,5.0,5.8867,0.0,46.0,1.161,1.0,0.4984,1.0,4.0,46.5393,0.0,268.4232,0.0,2324.0
flink-cdc,2116,132584,62.6578,30.0,92.1383,8.371,5.0,9.0491,0.0,65.0,1.4518,1.0,0.879,1.0,16.0,28.6267,1.0,115.6698,0.0,2514.0
mini-spring,151,2509,16.6159,8.0,23.2551,3.4238,2.0,3.5636,0.0,19.0,1.2185,1.0,0.6623,1.0,5.0,5.0861,0.0,20.4238,0.0,184.0
richeditor-android,43,804,18.6977,5.0,59.2977,2.4186,2.0,2.6025,0.0,17.0,1.1395,1.0,0.413,1.0,3.0,46.9535,0.0,305.869,0.0,2006.0
graphhopper,1393,103318,74.1694,27.0,169.3394,6.8693,4.0,8.8851,0.0,115.0,1.262,1.0,0.6862,1.0,8.0,31.72,0.0,163.064,0.0,4124.0
JFoenix,425,24546,57.7553,21.0,99.3044,6.92,4.0,6.939,0.0,39.0,1.6235,1.0,0.9612,1.0,12.0,22.0847,1.0,88.5318,0.0,1254.0
from-java-to-kotlin,2,37,18.5,18.5,23.3345,0.5,0.5,0.7071,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
config,200,13237,66.185,17.0,125.6713,5.485,3.0,7.1572,0.0,40.0,2.055,1.0,4.3735,1.0,60.0,76.245,0.0,399.3429,0.0,4868.0
ion,289,9443,32.6747,11.0,72.2038,4.5779,3.0,6.1312,0.0,66.0,1.4602,1.0,1.4646,1.0,23.0,23.5986,0.0,205.83,0.0,3375.0
graphql-java,1361,73132,53.734,21.0,114.3559,8.1624,5.0,10.6306,0.0,169.0,1.3483,1.0,0.8749,1.0,16.0,36.3733,1.0,206.1044,0.0,4992.0
spring-cloud-examples,60,385,6.4167,5.0,5.7851,3.9,4.0,1.0688,2.0,6.0,1.0167,1.0,0.1291,1.0,2.0,0.4667,0.0,2.103,0.0,15.0
java-jwt,86,8924,103.7674,32.5,175.5132,5.6628,3.5,5.4828,0.0,20.0,1.6279,1.0,1.32,1.0,6.0,142.7442,1.0,531.4459,0.0,4355.0
grafika,103,10035,97.4272,60.0,114.406,6.4078,5.0,6.2801,0.0,30.0,1.7476,2.0,0.86,1.0,5.0,6.8932,0.0,16.8871,0.0,126.0
iotdb,9209,813923,88.3834,35.0,217.9532,8.3346,6.0,14.7558,0.0,527.0,1.5947,1.0,0.9982,1.0,21.0,111.3729,1.0,2764.0534,0.0,241470.0
incubator-kie-drools,11936,770029,64.5132,21.0,425.8747,6.5594,4.0,8.9379,0.0,240.0,1.5889,1.0,1.2904,1.0,33.0,65.0603,1.0,699.2371,0.0,33858.0
useful-java-links,263,5964,22.6768,15.0,24.9775,2.3042,2.0,2.4894,0.0,13.0,1.0228,1.0,0.1496,1.0,2.0,1.8327,0.0,6.8569,0.0,55.0
SoloPi,1170,56327,48.1427,13.0,113.1681,4.6231,2.0,6.6748,0.0,84.0,1.206,1.0,0.6496,1.0,7.0,13.1359,0.0,70.3419,0.0,1237.0
get_jobs,120,9790,81.5833,9.5,196.2444,5.225,2.0,6.7207,0.0,27.0,1.0,1.0,0.0,1.0,1.0,33.3167,0.0,146.0802,0.0,1251.0
kafdrop,100,4200,42.0,17.0,90.0082,5.54,3.0,7.5578,0.0,50.0,1.32,1.0,0.8514,1.0,4.0,28.19,0.0,130.2933,0.0,1009.0
SpringBootVulExploit,14,258,18.4286,8.5,19.3379,3.3571,3.0,2.977,0.0,11.0,1.0,1.0,0.0,1.0,1.0,3.5714,0.0,7.4495,0.0,20.0
hudi,4898,336313,68.6633,26.0,134.8294,9.2583,6.0,10.3143,0.0,110.0,1.5572,1.0,1.0299,1.0,29.0,66.2922,1.0,1024.9886,0.0,64534.0
SwipeBackLayout,18,1635,90.8333,25.0,183.5584,5.2222,3.0,6.0445,0.0,19.0,1.3889,1.0,0.6978,1.0,3.0,61.3333,3.0,163.9408,0.0,696.0
MaterialEditText,26,3385,130.1923,16.0,327.2616,5.6538,2.0,10.5866,0.0,34.0,1.3077,1.0,0.4707,1.0,2.0,742.8462,0.0,2092.7975,0.0,6425.0
google-java-format,154,12120,78.7013,28.0,254.0753,6.2987,4.0,11.0354,0.0,122.0,1.461,1.0,0.8792,1.0,6.0,87.974,1.0,481.136,0.0,5151.0
NumberProgressBar,6,380,63.3333,7.5,125.7309,3.1667,0.5,4.916,0.0,12.0,1.3333,1.0,0.5164,1.0,2.0,91.8333,0.0,222.0184,0.0,545.0
javaparser,2051,148699,72.5007,20.0,327.8535,9.6475,5.0,18.6036,0.0,369.0,1.9644,1.0,2.3114,1.0,27.0,303.7128,1.0,6108.2061,0.0,197254.0
camel,44600,2055359,46.0843,18.0,139.2474,4.8589,3.0,8.1255,0.0,687.0,1.6281,1.0,2.3908,1.0,472.0,80.3884,1.0,2239.2741,0.0,310866.0
vavr,755,71254,94.3762,20.0,251.5045,8.6901,6.0,11.3712,0.0,199.0,1.2344,1.0,0.8427,1.0,10.0,1009.1854,1.0,8811.8689,0.0,203841.0
austin,348,6538,18.7874,10.0,25.2501,6.2672,5.0,5.077,0.0,33.0,1.1236,1.0,0.3784,1.0,4.0,1.4511,0.0,5.1171,0.0,55.0
hazelcast,16975,1133747,66.7892,23.0,320.0064,7.9346,5.0,15.7696,0.0,398.0,1.7849,1.0,4.7453,1.0,580.0,44.9384,1.0,437.9254,0.0,26796.0
dynamic-load-apk,62,2620,42.2581,13.0,65.3776,5.8065,3.0,6.2485,0.0,26.0,1.4516,1.0,0.8032,1.0,4.0,9.4194,0.0,30.0085,0.0,171.0
pinot,7486,620503,82.8885,34.0,156.5553,7.3599,5.0,8.448,0.0,137.0,1.4794,1.0,1.2058,1.0,32.0,56.4156,1.0,486.9981,0.0,19774.0
EffectiveAndroidUI,73,1923,26.3425,11.0,42.7126,4.4384,3.0,4.6487,0.0,20.0,1.3425,1.0,0.6285,1.0,3.0,11.6164,1.0,27.7277,0.0,145.0
jeepay,550,17168,31.2145,17.0,39.416,8.8491,7.0,7.3982,0.0,33.0,1.9509,2.0,1.0995,1.0,5.0,4.2909,0.0,28.8936,0.0,626.0
hippo4j,1206,31320,25.9701,12.0,36.8901,4.5945,3.0,4.8882,0.0,60.0,1.1824,1.0,0.5311,1.0,5.0,5.932,0.0,25.1773,0.0,408.0
robolectric,4079,229156,56.1795,14.0,132.4121,5.9367,4.0,6.7161,0.0,105.0,1.3501,1.0,1.1721,1.0,47.0,71.9895,0.0,628.0077,0.0,21899.0
datax-web,317,13801,43.5363,21.0,87.5433,5.041,3.0,5.4199,0.0,35.0,1.388,1.0,0.6827,1.0,5.0,13.2397,0.0,64.0588,0.0,943.0
nifi,10458,679852,65.0078,25.0,145.5428,7.4001,4.0,11.2679,0.0,429.0,1.4869,1.0,0.8625,1.0,8.0,60.1506,1.0,1168.9511,0.0,82201.0
physical-web,156,7481,47.9551,14.5,78.3191,4.7885,3.0,5.5684,0.0,34.0,1.2885,1.0,0.5566,1.0,3.0,26.7115,0.0,209.175,0.0,2585.0
btrace,905,53185,58.768,13.0,162.4791,4.7845,4.0,5.369,0.0,42.0,1.3304,1.0,0.8751,1.0,9.0,80.3801,0.0,1319.2321,0.0,38220.0
material,305,27346,89.659,15.0,182.3804,6.5115,3.0,7.9823,0.0,66.0,1.6459,1.0,1.1945,1.0,9.0,54.4951,1.0,190.824,0.0,2373.0
xUtils3,218,12561,57.6193,23.0,88.1379,5.2248,3.0,5.3564,0.0,33.0,1.4083,1.0,0.8816,1.0,6.0,27.4495,2.0,102.754,0.0,1246.0
api-samples,42,2541,60.5,51.0,53.7634,6.4048,7.0,4.4121,0.0,16.0,1.0,1.0,0.0,1.0,1.0,4.381,0.0,9.8475,0.0,48.0
ssm,19,369,19.4211,16.0,15.6109,4.1579,2.0,5.3569,0.0,19.0,1.6842,1.0,1.1082,1.0,4.0,2.0526,1.0,3.257,0.0,12.0
springfox,1134,32063,28.2743,16.0,40.9003,5.7046,3.0,7.6106,0.0,78.0,1.1208,1.0,0.3969,1.0,4.0,23.2416,0.0,151.4205,0.0,3321.0
zxing-android-embedded,96,5169,53.8438,27.0,76.8057,5.4375,4.0,5.6899,0.0,34.0,1.3646,1.0,0.6824,1.0,5.0,21.9167,1.0,88.3194,0.0,789.0
shattered-pixel-dungeon,2763,164472,59.5266,26.0,109.8854,6.2798,4.0,9.5154,0.0,191.0,2.8205,2.0,2.8728,1.0,92.0,13.8335,1.0,99.2109,0.0,3238.0
JSqlParser,878,51273,58.3975,24.0,167.572,6.2016,4.0,13.5199,0.0,189.0,1.5592,1.0,1.0421,1.0,18.0,507.6276,1.0,8154.8494,0.0,235546.0
androidmvp,14,274,19.5714,16.0,15.1338,3.2857,2.0,3.7709,0.0,10.0,1.2857,1.0,0.4688,1.0,2.0,3.0,0.0,4.641,0.0,14.0
material-calendarview,88,3658,41.5682,15.0,111.748,6.4545,4.0,7.5611,0.0,57.0,1.5341,1.0,0.7263,1.0,4.0,69.0114,0.0,531.3171,0.0,4964.0
motan,844,46905,55.5746,23.0,95.2156,5.9739,4.0,5.8242,0.0,32.0,1.4313,1.0,0.8099,1.0,7.0,32.718,1.0,155.3143,0.0,3132.0
Fast-Android-Networking,575,19596,34.08,11.0,95.996,3.2191,2.0,4.5963,0.0,53.0,1.2504,1.0,1.1261,1.0,18.0,13.7687,1.0,100.4816,0.0,1866.0
fesod,615,22285,36.2358,15.0,59.193,6.0049,5.0,5.7424,0.0,50.0,1.3691,1.0,0.8003,1.0,7.0,30.2911,1.0,340.2544,0.0,8040.0
DiskLruCache,12,1937,161.4167,43.0,277.9531,3.25,2.5,2.9886,0.0,10.0,1.3333,1.0,0.7785,1.0,3.0,11.0,3.0,25.5912,0.0,91.0
blade,307,15319,49.899,18.0,92.74,4.6221,3.0,5.9536,0.0,52.0,1.2345,1.0,0.7736,1.0,5.0,42.1564,0.0,185.4666,0.0,2211.0
lanproxy,63,2668,42.3492,23.0,49.8479,4.2381,3.0,3.8884,0.0,17.0,1.1905,1.0,0.5034,1.0,4.0,8.2063,0.0,27.1698,0.0,197.0
MifareClassicTool,33,6934,210.1212,68.0,290.036,11.1212,9.0,10.3886,0.0,39.0,2.2727,3.0,0.9108,1.0,3.0,110.0,3.0,400.5275,0.0,2269.0
PeerBanHelper,722,30571,42.3421,15.0,70.6754,6.5831,4.0,8.1489,0.0,64.0,1.313,1.0,0.6758,1.0,6.0,16.0014,0.0,61.0538,0.0,1190.0
linuxdeploy,37,2693,72.7838,29.0,90.8439,7.1622,5.0,7.4517,0.0,38.0,1.6486,2.0,0.484,1.0,2.0,35.8919,3.0,119.3258,0.0,704.0
DiscreteScrollView,105,3698,35.219,11.0,72.5661,4.2286,2.0,4.8183,0.0,25.0,1.2476,1.0,0.4553,1.0,3.0,19.1143,0.0,101.5168,0.0,995.0
BoomMenu,115,7710,67.0435,17.0,169.4587,5.6348,4.0,6.749,0.0,55.0,1.5739,1.0,0.8487,1.0,5.0,227.6696,0.0,2078.2875,0.0,22268.0
tcc-transaction,519,23664,45.5954,16.0,124.7879,5.2543,4.0,5.6141,0.0,45.0,1.3083,1.0,0.8014,1.0,6.0,29.736,1.0,99.7702,0.0,989.0
circular-progress-button,39,1429,36.641,13.0,85.2666,3.9744,2.0,4.3739,0.0,22.0,1.2821,1.0,0.5104,1.0,3.0,25.3333,0.0,131.9127,0.0,824.0
Discovery,828,26230,31.6787,16.0,54.7349,4.7222,4.0,4.9017,0.0,42.0,1.2983,1.0,0.6405,1.0,6.0,18.8007,1.0,111.9002,0.0,2080.0
sensitive-word,228,4321,18.9518,9.0,31.9164,3.0526,2.0,3.5948,0.0,40.0,1.1711,1.0,0.4801,1.0,4.0,20.8684,0.0,152.8734,0.0,1486.0
hive,20614,2025491,98.258,31.0,1809.5978,6.907,4.0,12.6684,0.0,859.0,1.4052,1.0,1.1554,1.0,47.0,92.7171,1.0,2844.2092,0.0,371953.0
janusgraph,1896,104586,55.1614,21.0,191.5968,6.9024,4.0,9.598,0.0,126.0,1.4515,1.0,0.8728,1.0,11.0,43.9536,1.0,663.4819,0.0,28191.0
strimzi-kafka-operator,1523,123489,81.0827,33.0,146.0693,10.9869,7.0,13.027,0.0,113.0,1.4813,1.0,0.8541,1.0,15.0,45.3309,1.0,279.1758,0.0,8882.0
FastHub,934,40321,43.1702,14.0,65.5958,8.0096,6.0,7.6915,0.0,48.0,1.6124,1.0,0.8672,1.0,6.0,34.757,1.0,131.6035,0.0,2510.0
MusicBot,93,4097,44.0538,32.0,39.1517,6.7419,5.0,6.9076,0.0,54.0,2.5054,3.0,1.8452,1.0,14.0,10.5914,1.0,63.0642,0.0,603.0
lamp-cloud,821,18977,23.1145,12.0,42.312,7.7868,7.0,6.0943,0.0,71.0,1.2692,1.0,0.4547,1.0,4.0,6.8587,0.0,34.6001,0.0,683.0
SwipeRecyclerView,275,11063,40.2291,18.0,71.5975,4.8545,3.0,5.2535,0.0,35.0,1.3891,1.0,0.8357,1.0,6.0,26.9709,0.0,115.4335,0.0,1007.0
spring-boot-projects,107,2603,24.3271,20.0,20.0748,4.2991,3.0,3.9626,0.0,17.0,1.0748,1.0,0.4278,1.0,4.0,9.1028,1.0,19.7345,0.0,154.0
lettuce,2459,138657,56.3876,23.0,130.18,6.4311,4.0,8.3099,0.0,150.0,1.3652,1.0,0.9133,1.0,20.0,146.6023,0.0,3206.6901,0.0,155961.0
InfiniteCycleViewPager,41,3564,86.9268,12.0,322.1013,5.0488,3.0,6.4844,0.0,34.0,1.6341,2.0,0.8876,1.0,6.0,102.5366,0.0,513.513,0.0,3224.0
aurora-imui,342,17789,52.0146,13.0,118.1926,4.807,2.5,7.0422,0.0,64.0,1.5292,1.0,1.436,1.0,21.0,50.269,0.0,407.5015,0.0,6543.0
library,123,1770,14.3902,9.0,17.8531,6.7886,5.0,5.6107,0.0,29.0,1.0407,1.0,0.2975,1.0,4.0,5.4309,0.0,23.4098,0.0,231.0
react-native-splash-screen,12,246,20.5,13.5,18.7447,3.4167,2.5,2.9683,0.0,11.0,1.25,1.0,0.4523,1.0,2.0,2.0,0.5,2.6968,0.0,8.0
springside4,315,12842,40.7683,23.0,52.9699,3.1651,2.0,3.3801,0.0,19.0,1.2762,1.0,0.804,1.0,6.0,24.7841,1.0,109.0115,0.0,1225.0
novel,202,4560,22.5743,10.0,31.9014,4.4158,2.0,5.5193,0.0,46.0,1.0693,1.0,0.3385,1.0,4.0,20.4257,0.0,67.1054,0.0,700.0
EdXposed,920,71794,78.037,26.0,163.9524,5.7261,4.0,6.4353,0.0,52.0,1.5641,1.0,0.9996,1.0,13.0,191.0783,1.0,2193.7718,0.0,45451.0
Blurry,14,636,45.4286,14.0,68.4664,5.1429,3.5,4.538,0.0,14.0,1.0,1.0,0.0,1.0,1.0,0.6429,0.0,1.5984,0.0,6.0
u2020,134,4806,35.8657,13.0,107.951,6.2239,4.0,8.0847,0.0,61.0,1.4254,1.0,0.8169,1.0,7.0,23.6194,0.5,184.5885,0.0,2118.0
HTextView,91,3076,33.8022,12.0,43.5998,4.1978,2.0,4.0804,0.0,21.0,1.5604,1.0,0.7632,1.0,3.0,3.4835,0.0,8.5627,0.0,63.0
AndroidImageSlider,63,3813,60.5238,11.0,257.7905,4.0635,2.0,7.0799,0.0,41.0,1.5714,1.0,0.777,1.0,6.0,59.0952,1.0,361.2102,0.0,2844.0
Android-ZBLibrary,318,14727,46.3113,15.0,66.5702,5.3774,3.0,6.4109,0.0,48.0,1.5597,1.0,1.0331,1.0,5.0,26.6667,0.0,131.6106,0.0,2113.0
FlowLayout,34,810,23.8235,7.0,38.6981,4.3235,3.0,3.8116,0.0,16.0,1.4118,1.0,0.5569,1.0,3.0,5.0,0.0,16.0076,0.0,69.0
uid-generator,25,873,34.92,24.0,32.6125,2.88,1.0,3.3828,0.0,10.0,1.28,1.0,0.7371,1.0,4.0,11.72,1.0,21.1985,0.0,91.0
typespec,4732,193220,40.8326,27.0,62.3679,8.9385,8.0,7.0145,0.0,86.0,1.1524,1.0,0.4718,1.0,5.0,24.4594,1.0,128.3413,0.0,3777.0
jetcache,446,18021,40.4058,17.0,66.4246,6.0336,4.0,6.5044,0.0,39.0,1.6368,1.0,1.1007,1.0,6.0,15.9081,0.0,111.449,0.0,2212.0
ShowcaseView,65,2086,32.0923,17.0,67.4738,5.3846,5.0,5.5921,0.0,36.0,1.4,1.0,0.6801,1.0,4.0,17.8154,0.0,118.8749,0.0,960.0
OsmAnd,6129,698657,113.992,27.0,690.6383,9.0042,5.0,11.2262,0.0,129.0,1.721,1.0,2.2454,1.0,133.0,109.0703,1.0,623.3669,0.0,22643.0
usb-serial-for-android,72,8450,117.3611,24.0,274.7117,6.0,4.0,7.2189,0.0,42.0,1.375,1.0,0.6594,1.0,5.0,39.5417,1.0,118.4366,0.0,728.0
Digital,1817,76080,41.8712,20.0,88.3054,5.0495,4.0,5.7464,0.0,85.0,1.672,1.0,1.7178,1.0,36.0,13.246,0.0,95.5952,0.0,2446.0
ListViewAnimations,137,5697,41.5839,17.0,61.9731,6.4745,5.0,5.5014,0.0,31.0,2.0584,2.0,1.2353,1.0,6.0,10.4599,0.0,45.0585,0.0,391.0
QLExpress,355,13807,38.893,19.0,103.215,5.7831,3.0,11.17,0.0,174.0,1.4,1.0,0.6404,1.0,6.0,44.0028,2.0,330.6198,0.0,4847.0
disconf,425,14009,32.9624,18.0,49.9176,4.44,3.0,5.1292,0.0,32.0,1.3576,1.0,0.8294,1.0,7.0,12.6165,0.0,68.2154,0.0,1205.0
MagicCamera,352,14543,41.3153,25.0,52.3878,3.5426,3.0,5.0007,0.0,51.0,1.4659,1.0,0.6869,1.0,8.0,7.6307,0.0,33.2196,0.0,395.0
hbase,11646,951816,81.729,25.0,625.106,7.8587,5.0,10.6386,0.0,413.0,1.4882,1.0,1.577,1.0,116.0,70.1384,1.0,891.2341,0.0,37021.0
sodium,748,30659,40.988,18.0,64.8361,6.2433,4.0,6.7677,0.0,74.0,1.5147,1.0,2.3928,1.0,56.0,17.1965,1.0,71.2923,0.0,1204.0
QAuxiliary,559,42931,76.7996,36.0,122.9246,7.4723,5.0,7.7874,0.0,58.0,1.322,1.0,0.5866,1.0,5.0,40.5098,1.0,246.2661,0.0,3977.0
StickyListHeaders,43,2112,49.1163,10.0,119.6832,4.814,3.0,6.9497,0.0,41.0,1.3953,1.0,0.6597,1.0,3.0,3.9767,0.0,15.5295,0.0,100.0
AutoJs6,1820,118612,65.1714,21.0,147.3955,5.1835,3.0,6.7629,0.0,67.0,1.4665,1.0,0.8956,1.0,11.0,42.4038,1.0,268.8997,0.0,7151.0
AndroidVideoCache,77,3217,41.7792,18.0,54.1663,4.8312,3.0,4.892,0.0,18.0,1.4935,1.0,0.6614,1.0,4.0,14.3247,1.0,34.2446,0.0,219.0
